00_00_0#1_29_29	(3591)
03_00_66#23_4_4	(67)
03_00_66#24_13_13	(election)
03_00_66#24_12_12	(2365)
03_00_66#24_9_9	(3355)
03_00_66#25_4_4	(261)
03_00_66#25_2_2	(3112)
03_00_66#26_25_25	(1088)
03_00_66#26_20_20	(816)
03_00_66#26_18_18	(election)
03_00_66#26_10_10	(260)
03_00_66#27_12_12	(2825)
03_00_66#28_30_30	(3658)
03_00_66#28_26_26	(261)
03_00_66#28_13_13	(2849)
03_00_66#29_7_7	(1151)
03_00_66#30_29_29	(2684)
03_00_66#30_20_20	(576)
03_00_66#30_9_9	(1608)
03_00_66#31_14_14	(election)
03_00_66#31_12_12	(2365)
03_00_66#31_4_4	(363)
03_00_66#31_1_1	(1305)
03_00_66#32_32_32	(2842)
03_00_66#32_27_27	(-1)
03_00_66#32_18_18	(2657)
03_00_67#1_20_20	(1105)
03_00_67#1_3_3	(2216)
03_00_67#2_16_16	(816)
03_00_67#2_14_14	(2219)
03_00_67#2_9_9	(1789)
03_00_67#3_11_11	(776)
03_00_67#3_5_5	(-1)
03_00_67#4_12_12	(321)
03_00_67#4_6_6	(1963)
03_00_68#1_11_11	(election)
03_00_68#1_8_8	(win)
03_00_68#1_6_6	(3889)
03_00_68#2_13_13	(4334)
03_00_68#3_17_17	(election)
03_00_68#3_5_5	(election)
03_00_68#4_9_9	(2930)
03_00_68#6_40_40	(election)
03_00_68#6_37_37	(244)
03_00_68#6_34_34	(503)
03_00_68#6_29_29	(-1)
03_00_68#6_9_9	(-1)
03_00_68#6_7_7	(-1)
03_00_68#7_13_13	(3314)
03_00_68#7_7_7	(2499)
03_00_68#7_2_2	(1779)
03_00_68#9_3_3	(797)
03_00_68#11_23_23	(1366)
03_00_68#11_5_5	(457)
03_00_68#11_2_2	(win)
03_00_68#12_8_8	(1369)
03_00_68#12_4_4	(1988)
03_00_68#13_4_4	(1801)
03_00_68#14_4_4	(866)
03_00_68#16_27_27	(250)
03_00_68#16_19_19	(2192)
03_00_68#16_6_6	(3425)
03_00_68#17_25_25	(3210)
03_00_68#17_20_20	(859)
03_00_68#17_16_16	(-1)
03_00_68#17_14_14	(1614)
03_00_69#1_44_44	(1110)
03_00_69#1_37_37	(1110)
03_00_69#1_31_31	(1081)
03_00_69#1_15_15	(war)
03_00_69#1_4_4	(49)
03_00_69#2_14_14	(576)
03_00_69#3_16_16	(3649)
03_00_69#3_11_11	(50)
03_00_69#4_19_19	(vote)
03_00_69#4_12_12	(win)
03_00_69#4_8_8	(election)
03_00_69#4_3_3	(4238)
03_00_69#5_31_31	(war)
03_00_69#5_14_14	(2927)
03_00_69#6_26_26	(2338)
03_00_69#6_24_24	(558)
03_00_69#6_21_21	(2567)
03_00_69#6_19_19	(2735)
03_00_69#6_11_11	(1721)
03_00_69#7_11_11	(718)
03_00_69#7_9_9	(1048)
03_00_69#7_7_7	(3725)
03_00_69#7_5_5	(772)
03_00_69#8_28_28	(2428)
03_00_69#8_16_16	(2094)
03_00_69#8_8_8	(war)
03_00_69#8_5_5	(3133)
03_00_69#9_11_11	(2428)
03_00_69#11_9_9	(-1)
03_00_69#11_7_7	(1615)
03_00_69#12_13_13	(1458)
03_00_69#12_10_10	(-1)
03_00_69#12_5_5	(945)
03_00_69#12_2_2	(1797)
03_00_69#13_13_13	(war)
03_00_7#1_17_17	(3240)
03_00_7#1_13_13	(election)
03_00_7#1_10_10	(236)
03_00_7#1_4_4	(2221)
03_00_7#2_20_20	(2850)
03_00_7#2_16_16	(3484)
03_00_7#2_14_14	(2017)
03_00_7#2_12_12	(-1)
03_00_7#2_6_6	(962)
03_00_7#3_56_56	(250)
03_00_7#3_53_53	(1251)
03_00_7#3_42_42	(1639)
03_00_7#3_26_26	(1639)
03_00_7#3_16_16	(3019)
03_00_7#3_7_7	(3019)
03_00_7#4_12_12	(2405)
03_00_7#5_10_10	(651)
03_00_7#5_4_4	(651)
03_00_7#7_19_19	(1366)
03_00_7#7_15_15	(453)
03_00_7#8_15_15	(289)
03_00_7#8_7_7	(vote)
03_00_7#8_1_1	(105)
03_00_7#9_12_12	(1764)
03_00_7#10_17_17	(vote)
03_00_7#12_28_28	(1641)
03_00_7#12_23_23	(1457)
03_00_7#12_17_17	(1755)
03_00_7#12_2_2	(236)
03_00_70#1_23_23	(vote)
03_00_70#1_3_3	(1515)
03_00_70#2_14_14	(vote)
03_00_70#2_12_12	(3142)
03_00_70#2_4_4	(3177)
03_00_70#3_36_36	(2746)
03_00_70#4_4_4	(2997)
03_00_70#5_11_11	(vote)
03_00_70#5_6_6	(3007)
03_00_70#6_10_10	(vote)
03_00_70#7_13_13	(vote)
03_00_70#7_6_6	(-1)
03_00_70#8_28_28	(840)
03_00_70#8_17_17	(vote)
03_00_70#8_9_9	(295)
03_00_70#8_3_3	(1110)
03_00_70#9_23_23	(vote)
03_00_70#9_4_4	(690)
03_00_70#10_34_34	(vote)
03_00_70#10_31_31	(244)
03_00_70#10_5_5	(395)
03_00_70#11_18_18	(4723)
03_00_70#11_11_11	(vote)
03_00_70#12_3_3	(433)
03_00_70#13_27_27	(vote)
03_00_70#13_19_19	(vote)
03_00_70#13_9_9	(434)
03_00_70#14_29_29	(814)
03_00_70#14_20_20	(vote)
03_00_70#14_14_14	(196)
03_00_70#14_6_6	(4147)
03_00_70#15_2_2	(540)
03_00_70#16_24_24	(3241)
03_00_70#16_20_20	(1653)
03_00_70#16_16_16	(vote)
03_00_70#16_11_11	(election)
03_00_70#17_31_31	(1514)
03_00_70#17_28_28	(vote)
03_00_70#17_15_15	(vote)
03_00_70#17_4_4	(1045)
03_00_70#18_9_9	(865)
03_00_70#19_5_5	(51)
03_00_70#20_8_8	(1400)
03_00_71#2_6_6	(3821)
03_00_71#2_3_3	(1308)
03_00_71#3_10_10	(-1)
03_00_71#4_1_1	(3002)
03_00_71#5_18_18	(2193)
03_00_71#5_11_11	(4214)
03_00_71#5_10_10	(election)
03_00_71#6_1_1	(1796)
03_00_71#7_21_21	(1754)
03_00_71#9_5_5	(war)
03_00_71#10_23_23	(vote)
03_00_71#10_21_21	(435)
03_00_71#10_7_7	(1515)
03_00_71#10_6_6	(3662)
03_00_71#11_19_19	(4241)
03_00_71#11_18_18	(4239)
03_00_71#11_8_8	(4238)
03_00_71#11_7_7	(2028)
03_00_71#12_23_23	(1098)
03_00_71#12_19_19	(3615)
03_00_71#12_14_14	(3207)
03_00_71#12_7_7	(war)
03_00_71#14_30_30	(vote)
03_00_71#14_28_28	(2211)
03_00_71#14_22_22	(324)
03_00_71#14_11_11	(3057)
03_00_71#15_30_30	(3161)
03_00_71#15_24_24	(election)
03_00_71#15_20_20	(915)
03_00_71#16_6_6	(1815)
03_00_71#16_2_2	(1027)
03_00_71#17_12_12	(2517)
03_00_71#17_9_9	(3010)
03_00_71#18_41_41	(election)
03_00_71#18_34_34	(1754)
03_00_71#18_29_29	(718)
03_00_71#18_27_27	(1048)
03_00_71#18_8_8	(2134)
03_00_71#18_5_5	(3887)
03_00_71#18_1_1	(protest)
03_00_71#20_19_19	(election)
03_00_72#2_7_7	(election)
03_00_72#3_20_20	(election)
03_00_72#4_30_30	(vote)
03_00_72#4_28_28	(2137)
03_00_72#4_26_26	(2217)
03_00_72#4_12_12	(election)
03_00_72#5_17_17	(election)
03_00_72#5_6_6	(1981)
03_00_72#7_29_29	(1754)
03_00_72#7_14_14	(1151)
03_00_72#7_9_9	(3243)
03_00_72#8_3_3	(election)
03_00_72#9_5_5	(565)
03_00_72#10_5_5	(957)
03_00_72#12_4_4	(456)
03_00_72#12_1_1	(election)
03_00_72#13_18_18	(protest)
03_00_72#13_16_16	(80)
03_00_72#13_5_5	(576)
03_00_72#14_6_6	(2682)
03_00_72#14_3_3	(1668)
03_00_72#15_10_10	(3356)
03_00_72#15_3_3	(244)
03_00_72#15_1_1	(2135)
03_00_72#16_18_18	(1110)
03_00_72#16_9_9	(vote)
03_00_72#16_1_1	(vote)
03_00_72#17_24_24	(244)
03_00_72#17_16_16	(vote)
03_00_72#17_13_13	(1680)
03_00_72#17_9_9	(vote)
03_00_72#17_7_7	(3617)
03_00_72#17_4_4	(3344)
03_00_72#17_1_1	(672)
03_00_72#18_17_17	(vote)
03_00_72#18_4_4	(3008)
03_00_72#19_23_23	(1514)
03_00_72#19_16_16	(295)
03_00_72#20_32_32	(vote)
03_00_72#20_18_18	(2306)
03_00_72#21_37_37	(vote)
03_00_72#21_31_31	(2687)
03_00_72#21_25_25	(war)
03_00_72#21_23_23	(3344)
03_00_72#21_17_17	(election)
03_00_72#22_9_9	(vote)
03_00_72#23_18_18	(2206)
03_00_72#23_10_10	(295)
03_00_72#23_7_7	(2137)
03_00_72#23_2_2	(election)
03_00_72#24_10_10	(1762)
03_00_72#24_6_6	(3112)
03_00_72#24_3_3	(vote)
03_00_72#25_8_8	(261)
03_00_72#25_5_5	(1151)
03_00_72#26_9_9	(261)
03_00_72#26_7_7	(3658)
03_00_72#29_18_18	(383)
03_00_72#29_10_10	(2525)
03_00_72#29_2_2	(1786)
03_00_72#30_10_10	(4180)
03_00_72#30_1_1	(4702)
03_00_74#1_14_14	(election)
03_00_74#2_3_3	(232)
03_00_74#3_15_15	(election)
03_00_74#4_5_5	(election)
03_00_74#5_12_12	(win)
03_00_74#5_3_3	(1979)
03_00_74#6_31_31	(283)
03_00_74#6_27_27	(1809)
03_00_74#6_24_24	(election)
03_00_74#6_1_1	(1107)
03_00_74#7_22_22	(566)
03_00_74#7_3_3	(2380)
03_00_74#8_17_17	(vote)
03_00_74#8_15_15	(election)
03_00_74#8_12_12	(244)
03_00_74#8_4_4	(1251)
03_00_74#9_20_20	(1177)
03_00_74#9_13_13	(3396)
03_00_74#9_6_6	(566)
03_00_74#10_20_20	(1754)
03_00_74#10_14_14	(election)
03_00_74#11_11_11	(election)
03_00_74#11_7_7	(244)
03_00_74#12_15_15	(election)
03_00_74#12_12_12	(244)
03_00_74#12_6_6	(election)
03_00_74#12_2_2	(244)
03_00_74#13_4_4	(4725)
03_00_74#15_23_23	(vote)
03_00_74#15_2_2	(1515)
03_00_74#17_54_54	(261)
03_00_74#17_51_51	(2469)
03_00_74#17_43_43	(vote)
03_00_74#17_42_42	(election)
03_00_74#17_37_37	(261)
03_00_74#17_27_27	(436)
03_00_74#18_28_28	(261)
03_00_74#18_20_20	(250)
03_00_74#18_19_19	(election)
03_00_74#19_37_37	(election)
03_00_74#19_27_27	(2539)
03_00_74#19_20_20	(2754)
03_00_74#20_15_15	(election)
03_00_74#20_10_10	(387)
03_00_74#20_5_5	(3007)
03_00_75#1_26_26	(election)
03_00_75#1_18_18	(4026)
03_00_75#1_16_16	(vote)
03_00_75#2_15_15	(win)
03_00_75#3_1_1	(election)
03_00_75#5_18_18	(3216)
03_00_75#5_6_6	(war)
03_00_75#6_20_20	(2414)
03_00_75#6_13_13	(election)
03_00_75#8_7_7	(3329)
03_00_75#10_21_21	(1348)
03_00_75#10_19_19	(vote)
03_00_75#10_12_12	(1120)
03_00_75#10_5_5	(234)
03_00_75#11_5_5	(win)
03_00_75#11_2_2	(456)
03_00_75#12_13_13	(-1)
03_00_75#12_9_9	(win)
03_00_75#12_5_5	(win)
03_00_75#14_9_9	(4484)
03_00_75#16_25_25	(1103)
03_00_75#16_22_22	(4186)
03_00_75#16_11_11	(election)
03_00_75#16_7_7	(3848)
03_00_75#16_4_4	(war)
03_00_75#17_22_22	(vote)
03_00_75#17_19_19	(war)
03_00_75#17_16_16	(3806)
03_00_75#18_10_10	(230)
03_00_75#18_8_8	(vote)
03_00_75#18_6_6	(3884)
03_00_75#19_7_7	(2876)
03_00_75#21_39_39	(3384)
03_00_75#21_38_38	(4199)
03_00_75#21_26_26	(election)
03_00_75#21_22_22	(4698)
03_00_75#21_9_9	(1787)
03_00_75#22_21_21	(vote)
03_00_75#22_14_14	(1679)
03_00_75#22_8_8	(295)
03_00_75#22_4_4	(vote)
03_00_75#23_25_25	(war)
03_00_75#23_23_23	(3636)
03_00_75#23_19_19	(236)
03_00_75#23_13_13	(election)
03_00_75#24_22_22	(election)
03_00_75#24_20_20	(1528)
03_00_75#24_13_13	(1141)
03_00_75#26_26_26	(3080)
03_00_75#26_21_21	(2977)
03_00_75#26_16_16	(2920)
03_00_75#26_11_11	(4598)
03_00_75#26_9_9	(election)
03_00_75#26_7_7	(389)
03_00_75#27_6_6	(236)
03_00_75#27_2_2	(1528)
03_00_75#28_6_6	(election)
03_00_75#29_11_11	(4122)
03_00_75#29_9_9	(4099)
03_00_75#29_7_7	(769)
03_00_75#29_6_6	(1939)
03_00_75#29_3_3	(2428)
03_00_75#30_42_42	(3824)
03_00_75#30_29_29	(vote)
03_00_75#30_26_26	(80)
03_00_75#30_16_16	(vote)
03_00_75#30_12_12	(504)
03_00_75#31_10_10	(election)
03_00_75#31_2_2	(71)
03_00_75#32_9_9	(protest)
03_00_75#32_4_4	(80)
03_00_76#1_28_28	(822)
03_00_76#1_12_12	(election)
03_00_76#2_13_13	(4534)
03_00_76#4_7_7	(2783)
03_00_76#4_3_3	(election)
03_00_76#5_33_33	(vote)
03_00_76#5_24_24	(win)
03_00_76#5_6_6	(395)
03_00_76#5_4_4	(289)
03_00_76#5_3_3	(vote)
03_00_76#7_42_42	(3900)
03_00_76#7_40_40	(1458)
03_00_76#7_39_39	(2784)
03_00_76#7_37_37	(election)
03_00_76#7_22_22	(war)
03_00_76#7_14_14	(822)
03_00_76#8_21_21	(election)
03_00_76#9_10_10	(578)
03_00_76#9_7_7	(68)
03_00_76#11_19_19	(2899)
03_00_76#11_17_17	(283)
03_00_76#12_23_23	(822)
03_00_76#13_21_21	(578)
03_00_76#13_4_4	(962)
03_00_76#14_27_27	(841)
03_00_76#14_6_6	(2383)
03_00_76#15_35_35	(election)
03_00_76#16_3_3	(261)
03_00_76#17_20_20	(election)
03_00_76#17_8_8	(1107)
03_00_76#18_12_12	(809)
03_00_76#19_6_6	(809)
03_00_77#1_16_16	(election)
03_00_77#1_12_12	(962)
03_00_77#1_5_5	(-1)
03_00_77#2_13_13	(1244)
03_00_77#2_11_11	(3778)
03_00_77#2_3_3	(2449)
03_00_77#3_11_11	(1789)
03_00_77#3_2_2	(1023)
03_00_77#4_23_23	(2714)
03_00_77#7_10_10	(1101)
03_00_77#9_39_39	(1013)
03_00_77#9_17_17	(war)
03_00_77#10_18_18	(win)
03_00_77#11_23_23	(4243)
03_00_77#11_17_17	(war)
03_00_77#11_8_8	(4676)
03_00_77#12_9_9	(1270)
03_00_77#13_40_40	(1859)
03_00_77#13_32_32	(753)
03_00_77#13_8_8	(2918)
03_00_77#13_6_6	(767)
03_00_77#14_24_24	(1013)
03_00_77#14_7_7	(4002)
03_00_77#14_1_1	(3493)
03_00_77#15_16_16	(1476)
03_00_77#15_11_11	(2541)
03_00_77#16_5_5	(4022)
03_00_77#18_14_14	(3876)
03_00_77#19_25_25	(1504)
03_00_77#21_3_3	(1504)
03_00_77#22_48_48	(4070)
03_00_77#22_31_31	(2606)
03_00_77#22_25_25	(1895)
03_00_77#24_9_9	(3876)
03_00_77#24_4_4	(3073)
03_00_77#25_37_37	(328)
03_00_77#25_20_20	(1188)
03_00_77#25_14_14	(2647)
03_00_77#26_11_11	(573)
03_00_77#26_10_10	(567)
03_00_77#26_6_6	(1092)
03_00_77#26_5_5	(war)
03_00_78#1_11_11	(3180)
03_00_78#2_40_40	(election)
03_00_78#2_31_31	(vote)
03_00_78#2_23_23	(236)
03_00_78#2_16_16	(win)
03_00_78#3_11_11	(2311)
03_00_78#5_17_17	(1192)
03_00_78#5_7_7	(236)
03_00_78#5_5_5	(1107)
03_00_78#6_20_20	(1177)
03_00_78#8_20_20	(-1)
03_00_78#9_21_21	(4634)
03_00_78#10_4_4	(65)
03_00_78#11_18_18	(2508)
03_00_78#11_10_10	(election)
03_00_78#11_6_6	(578)
03_00_78#11_4_4	(287)
03_00_78#12_20_20	(election)
03_00_78#13_50_50	(-1)
03_00_78#13_44_44	(1989)
03_00_78#14_18_18	(236)
03_00_78#14_13_13	(578)
03_00_78#15_17_17	(578)
03_00_78#16_12_12	(win)
03_00_78#16_6_6	(-1)
03_00_78#17_18_18	(982)
03_00_78#17_11_11	(236)
03_00_78#17_7_7	(578)
03_00_78#18_10_10	(2182)
03_00_78#20_36_36	(712)
03_00_78#20_31_31	(election)
03_00_78#20_30_30	(2137)
03_00_78#20_23_23	(2716)
03_00_78#20_13_13	(election)
03_00_78#21_10_10	(election)
03_00_78#22_33_33	(1604)
03_00_78#22_21_21	(295)
03_00_78#22_12_12	(vote)
03_00_78#24_31_31	(vote)
03_00_78#24_21_21	(2754)
03_00_78#24_19_19	(994)
03_00_78#24_16_16	(1272)
03_00_79#1_19_19	(election)
03_00_79#1_7_7	(392)
03_00_79#1_3_3	(2806)
03_00_79#2_12_12	(election)
03_00_79#2_1_1	(594)
03_00_79#3_23_23	(2206)
03_00_79#3_18_18	(295)
03_00_79#3_15_15	(990)
03_00_79#3_6_6	(vote)
03_00_79#4_11_11	(-1)
03_00_79#4_7_7	(election)
03_00_79#4_3_3	(2717)
03_00_79#5_21_21	(election)
03_00_79#5_16_16	(vote)
03_00_79#5_5_5	(754)
03_00_79#6_23_23	(295)
03_00_79#6_21_21	(1394)
03_00_79#6_13_13	(election)
03_00_79#7_14_14	(4416)
03_00_79#7_8_8	(630)
03_00_79#8_2_2	(war)
03_00_79#9_19_19	(election)
03_00_79#9_10_10	(1222)
03_00_79#9_1_1	(755)
03_00_79#10_20_20	(261)
03_00_79#10_15_15	(766)
03_00_79#10_4_4	(2372)
03_00_79#11_5_5	(election)
03_00_79#12_24_24	(2206)
03_00_79#13_37_37	(1440)
03_00_79#13_8_8	(2284)
03_00_79#13_5_5	(1817)
03_00_79#14_13_13	(4134)
03_00_79#15_20_20	(1497)
03_00_79#15_11_11	(1633)
03_00_79#16_21_21	(311)
03_00_79#16_15_15	(-1)
03_00_79#16_3_3	(2998)
03_00_8#1_11_11	(576)
03_00_8#2_38_38	(war)
03_00_8#2_33_33	(3106)
03_00_8#2_31_31	(559)
03_00_8#2_19_19	(2962)
03_00_8#3_5_5	(vote)
03_00_8#4_22_22	(election)
03_00_8#4_10_10	(1619)
03_00_8#4_6_6	(1737)
03_00_8#5_19_19	(election)
03_00_8#5_10_10	(vote)
03_00_8#5_5_5	(1728)
03_00_8#7_23_23	(571)
03_00_8#7_15_15	(war)
03_00_8#7_2_2	(election)
03_00_8#8_31_31	(2682)
03_00_8#8_6_6	(protest)
03_00_8#8_5_5	(2486)
03_00_8#9_19_19	(protest)
03_00_8#9_3_3	(80)
03_00_8#10_26_26	(1596)
03_00_8#10_23_23	(4059)
03_00_8#10_16_16	(330)
03_00_8#10_3_3	(962)
03_00_8#12_16_16	(3405)
03_00_8#12_2_2	(1606)
03_00_8#13_2_2	(win)
03_00_8#14_19_19	(797)
03_00_8#14_17_17	(1841)
03_00_8#14_14_14	(4677)
03_00_8#14_7_7	(1209)
03_00_8#14_2_2	(1370)
03_00_8#15_9_9	(win)
03_00_8#15_2_2	(1207)
03_00_80#1_16_16	(-1)
03_00_80#1_9_9	(3469)
03_00_80#2_22_22	(1107)
03_00_80#2_20_20	(2584)
03_00_80#2_18_18	(2001)
03_00_80#3_18_18	(election)
03_00_80#3_13_13	(vote)
03_00_80#4_11_11	(232)
03_00_80#4_9_9	(election)
03_00_80#4_6_6	(244)
03_00_80#6_16_16	(election)
03_00_80#6_13_13	(win)
03_00_80#6_3_3	(395)
03_00_80#7_29_29	(4727)
03_00_80#7_22_22	(3469)
03_00_80#7_17_17	(2584)
03_00_80#7_15_15	(2001)
03_00_80#8_6_6	(2595)
03_00_80#9_7_7	(4528)
03_00_80#10_1_1	(578)
03_00_80#11_15_15	(1251)
03_00_80#11_5_5	(2798)
03_00_80#12_2_2	(2798)
03_00_80#13_3_3	(1722)
03_00_80#14_33_33	(1452)
03_00_80#15_26_26	(1452)
03_00_80#15_21_21	(946)
03_00_80#15_9_9	(1674)
03_00_80#16_3_3	(756)
03_00_81#1_25_25	(2750)
03_00_81#1_18_18	(982)
03_00_81#1_16_16	(3157)
03_00_81#2_11_11	(250)
03_00_81#2_5_5	(2400)
03_00_81#3_27_27	(1146)
03_00_81#3_24_24	(250)
03_00_81#3_19_19	(1107)
03_00_81#4_15_15	(273)
03_00_81#5_11_11	(3568)
03_00_81#6_33_33	(2487)
03_00_81#6_25_25	(2901)
03_00_81#6_10_10	(2257)
03_00_81#6_4_4	(278)
03_00_81#7_17_17	(525)
03_00_81#8_14_14	(283)
03_00_81#9_12_12	(3182)
03_00_81#9_7_7	(283)
03_00_81#10_29_29	(1244)
03_00_81#10_26_26	(280)
03_00_81#10_23_23	(-1)
03_00_81#10_15_15	(2449)
03_00_81#10_14_14	(3752)
03_00_81#11_52_52	(win)
03_00_81#11_47_47	(vote)
03_00_81#11_33_33	(election)
03_00_81#11_29_29	(289)
03_00_81#11_25_25	(vote)
03_00_81#11_3_3	(395)
03_00_81#12_8_8	(election)
03_00_81#12_2_2	(vote)
03_00_81#13_17_17	(vote)
03_00_81#13_4_4	(election)
03_00_81#14_27_27	(election)
03_00_81#14_13_13	(election)
03_00_82#1_3_3	(4009)
03_00_82#2_30_30	(289)
03_00_82#2_27_27	(election)
03_00_82#2_21_21	(vote)
03_00_82#2_3_3	(395)
03_00_82#3_12_12	(vote)
03_00_82#3_7_7	(105)
03_00_82#5_4_4	(797)
03_00_82#7_7_7	(election)
03_00_82#7_4_4	(win)
03_00_82#8_1_1	(797)
03_00_82#9_24_24	(election)
03_00_82#9_19_19	(244)
03_00_82#9_11_11	(1801)
03_00_82#9_4_4	(4228)
03_00_82#10_13_13	(1606)
03_00_82#10_6_6	(election)
03_00_82#10_4_4	(win)
03_00_82#11_16_16	(1366)
03_00_82#11_11_11	(1674)
03_00_82#11_8_8	(2575)
03_00_82#14_30_30	(4729)
03_00_82#14_27_27	(2601)
03_00_82#14_20_20	(2298)
03_00_82#15_12_12	(election)
03_00_82#15_6_6	(1075)
03_00_82#15_3_3	(election)
03_00_82#16_8_8	(1531)
03_00_82#16_2_2	(win)
03_00_82#18_10_10	(-1)
03_00_82#18_5_5	(1789)
03_00_82#19_18_18	(916)
03_00_82#19_4_4	(3856)
03_00_82#21_5_5	(1794)
03_00_82#24_2_2	(1130)
03_00_83#1_8_8	(1107)
03_00_83#3_11_11	(2317)
03_00_83#3_9_9	(930)
03_00_83#3_7_7	(2147)
03_00_83#3_2_2	(1130)
03_00_83#4_27_27	(-1)
03_00_83#5_26_26	(1263)
03_00_83#7_39_39	(election)
03_00_83#7_35_35	(vote)
03_00_83#7_27_27	(776)
03_00_83#7_19_19	(-1)
03_00_83#7_10_10	(-1)
03_00_83#8_44_44	(860)
03_00_83#8_33_33	(2880)
03_00_83#8_17_17	(2221)
03_00_83#9_4_4	(4731)
03_00_83#10_5_5	(4732)
03_00_83#12_39_39	(2461)
03_00_83#13_40_40	(1121)
03_00_83#13_18_18	(4718)
03_00_83#14_16_16	(250)
03_00_83#14_15_15	(election)
03_00_83#14_4_4	(1584)
03_00_83#15_16_16	(571)
03_00_83#15_7_7	(2534)
03_00_83#16_6_6	(election)
03_00_83#17_9_9	(war)
03_00_83#18_10_10	(election)
03_00_83#18_7_7	(3940)
03_00_83#19_19_19	(election)
03_00_83#19_14_14	(vote)
03_00_83#19_12_12	(244)
03_00_84#1_29_29	(2600)
03_00_84#1_22_22	(election)
03_00_84#1_16_16	(vote)
03_00_84#2_26_26	(win)
03_00_84#2_21_21	(289)
03_00_84#2_20_20	(vote)
03_00_84#2_4_4	(395)
03_00_84#2_2_2	(289)
03_00_84#2_1_1	(vote)
03_00_84#3_10_10	(3234)
03_00_84#3_8_8	(election)
03_00_84#3_6_6	(win)
03_00_84#4_4_4	(2377)
03_00_84#5_19_19	(win)
03_00_84#5_14_14	(1979)
03_00_84#5_9_9	(election)
03_00_84#7_12_12	(vote)
03_00_84#7_5_5	(105)
03_00_84#8_1_1	(1107)
03_00_84#9_15_15	(283)
03_00_84#9_1_1	(1146)
03_00_84#10_37_37	(289)
03_00_84#10_26_26	(win)
03_00_84#10_13_13	(289)
03_00_84#10_12_12	(vote)
03_00_84#10_1_1	(236)
03_00_84#11_16_16	(105)
03_00_84#12_18_18	(vote)
03_00_84#13_20_20	(vote)
03_00_84#14_11_11	(3502)
03_00_84#14_5_5	(election)
03_00_84#16_20_20	(election)
03_00_84#16_17_17	(vote)
03_00_84#16_4_4	(election)
03_00_84#17_24_24	(election)
03_00_84#17_12_12	(election)
03_00_84#18_15_15	(250)
03_00_84#18_9_9	(1107)
03_00_84#18_3_3	(election)
03_00_84#18_2_2	(3174)
03_00_84#19_33_33	(3396)
03_00_84#19_17_17	(566)
03_00_84#19_12_12	(1251)
03_00_84#20_21_21	(541)
03_00_84#20_1_1	(1146)
03_00_84#21_37_37	(600)
03_00_84#21_35_35	(-1)
03_00_84#21_12_12	(3906)
03_00_85#1_12_12	(197)
03_00_85#2_10_10	(3234)
03_00_85#2_4_4	(vote)
03_00_85#3_6_6	(election)
03_00_85#3_3_3	(win)
03_00_85#4_13_13	(1764)
03_00_85#4_9_9	(2909)
03_00_85#5_17_17	(797)
03_00_85#5_4_4	(1366)
03_00_85#6_7_7	(1797)
03_00_85#7_13_13	(1369)
03_00_85#7_6_6	(797)
03_00_85#8_12_12	(1369)
03_00_85#8_2_2	(2066)
03_00_85#9_21_21	(236)
03_00_85#9_5_5	(election)
03_00_85#11_19_19	(2785)
03_00_85#11_4_4	(330)
03_00_85#12_30_30	(vote)
03_00_85#12_27_27	(244)
03_00_85#12_22_22	(election)
03_00_85#12_19_19	(protest)
03_00_85#12_13_13	(75)
03_00_85#12_7_7	(1307)
03_00_86#1_32_32	(election)
03_00_86#1_21_21	(election)
03_00_86#2_14_14	(1251)
03_00_86#2_13_13	(236)
03_00_86#2_4_4	(330)
03_00_86#3_14_14	(330)
03_00_86#3_10_10	(2792)
03_00_86#3_9_9	(protest)
03_00_86#3_4_4	(election)
03_00_86#4_5_5	(330)
03_00_86#4_2_2	(69)
03_00_86#5_11_11	(2490)
03_00_86#5_8_8	(election)
03_00_86#6_38_38	(vote)
03_00_86#6_35_35	(244)
03_00_86#6_23_23	(election)
03_00_86#7_11_11	(election)
03_00_86#7_7_7	(vote)
03_00_86#7_5_5	(1754)
03_00_86#9_14_14	(election)
03_00_86#10_6_6	(election)
03_00_86#11_7_7	(election)
03_00_86#12_14_14	(election)
03_00_86#12_9_9	(244)
03_00_86#12_4_4	(3265)
03_00_86#13_2_2	(4229)
03_00_86#13_1_1	(vote)
03_00_86#14_16_16	(1452)
03_00_86#15_9_9	(election)
03_00_86#15_1_1	(election)
03_00_86#16_4_4	(vote)
03_00_87#1_13_13	(233)
03_00_87#1_8_8	(3731)
03_00_87#1_6_6	(vote)
03_00_87#1_3_3	(election)
03_00_87#2_10_10	(1199)
03_00_87#2_9_9	(vote)
03_00_87#3_18_18	(324)
03_00_87#3_9_9	(election)
03_00_87#3_4_4	(vote)
03_00_87#4_0_0	(election)
03_00_87#5_6_6	(election)
03_00_87#5_5_5	(-1)
03_00_87#5_1_1	(election)
03_00_87#6_14_14	(776)
03_00_87#7_4_4	(742)
03_00_87#8_14_14	(election)
03_00_87#8_6_6	(-1)
03_00_87#8_3_3	(war)
03_00_87#9_32_32	(1088)
03_00_87#9_23_23	(1608)
03_00_87#9_18_18	(260)
03_00_87#10_18_18	(election)
03_00_87#10_14_14	(vote)
03_00_87#10_12_12	(2689)
03_00_87#11_22_22	(vote)
03_00_87#11_20_20	(2689)
03_00_87#11_16_16	(1281)
03_00_87#12_11_11	(1719)
03_00_87#12_4_4	(3737)
03_00_87#13_7_7	(1733)
